NAMASTE_code,NAMASTE_term,Biomedicine_code,Biomedicine_term,Biomedicine_mapping_type,TM-2_code,TM-2_term,TM-2_mapping_type
SI-1.9,Siro arti basti vyApad,"8A8Y, 8A8Z","Headache disorders, unspecified, Other specified headache disorders",semantic_match,SK0Z,"Headache disorders (TM2), unspecified",semantic_match
SI-1.10,a~ggArti-bastivyApad,8E43.Z,"Pain disorders, unspecified",semantic_match,SA51,Stomach ache disorder (TM1),semantic_match
SI-1.11,parikartikA basti vyApad,,,,SM50,Proctalgia disorder (TM2),semantic_match
SI-1.12,parisrAva-bastivyApad,,,,SN41,Discoloration of body disorder (TM2),semantic_match
SI-2,AsthApana/nirUha basti karma cikitsApacAra,,,,SB06.Y,Other specified edema disorders (TM1),semantic_match
SI-2.1,nirUha-atiyogaH,,,,SQ6Y,Other specified poisoning disorders (TM2),semantic_match
SI-2.2,nirUhabasti-ayogaH,,,,SR89,"Urine colour of excessive depravement of Vaḷi, Aẕal and Aiyam pattern (TM2)",semantic_match
SI-2.3,nirUha-mithyAyoga/AsthApanasya vyApadaH,,,,SR89,"Urine colour of excessive depravement of Vaḷi, Aẕal and Aiyam pattern (TM2)",semantic_match
SI-2.3.1,ajIrNa-atisnigdha-pItasnehAnAM AsthApanavyApadaH,,,,SK98,Ozaena disorder (TM2),semantic_match
SI-2.3.2,"utkliShTadoSha, mandAgnera AsthApanasya vyApadaH","6B80.Y, 6B80.Z, MG43.7","Anorexia, Anorexia Nervosa, unspecified, Other specified anorexia Nervosa",semantic_match,SM71,Anorexia disorder (TM2),semantic_match
SI-2.3.3,yAnaklAntasya AsthApanasya vyApadaH,,,,SD91,Fatigue consumption disorder (TM1),semantic_match
SI-2.3.4,atidurbala-kShutArta-tRuShNArta-SramArtAnAM AsthApanavyApadaH,,,,SD71,Wasting thirst disorder (TM1),semantic_match
SI-2.3.5,atikRuSasya AsthApanavyApadaH,,,,SK52,Tremor disorder (TM2),semantic_match
SI-2.3.6,"BuktaBakta,pItodakasya AsthApanasya vyApadaH",,,,SM16,Sialorrhoea disorder (TM2),semantic_match
SI-2.3.7,vamitaviriktayo AsthApanavyApadaH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
SI-2.3.8,kRutanasta:karmaNa,,,,SM41,Jaundice disorder (TM2),semantic_match
SI-2.3.9,kruddhaBItayo AsthApanavyApadaH,,,,SE35,Fright seizure disorder (TM1),semantic_match
SI-2.3.10,matta mUrcCitayora AsthApanasya vyApadaH,,,,SM16,Sialorrhoea disorder (TM2),semantic_match
SI-2.3.11,prasakta cCardirniShThIvikA SvAsa kAsahikkArtAnAM AsthApanas,,,,SM3L,Vomiting disorder (TM2),semantic_match
SI-2.3.12,baddhacCidrodakodarAdhmAnArtAnAM AsthApanavyApadaH,,,,SM5Y,Other specified anorectal disorders (TM2),semantic_match
SI-2.3.13,alasakavisUcikAmaprajAtAmAtisAriNAM AsthApanavyApadaH,,,,SA55,Diarrhea disorder (TM1),semantic_match
SI-2.3.14,madhumehakuShThino AsthApanavyApadaH,,,,SP60,Diabetes mellitus disorder (TM2),semantic_match
SI-3,anuvAsana/sneha bastikarma cikitsApacAraH,,,,SB06.Z,"Edema disorders (TM1), unspecified",semantic_match
SI-3.1,anuvAsanAtiyogaH/snehabasti-atiyogaH,,,,SB06.Y,Other specified edema disorders (TM1),semantic_match
SI-3.2,anuvAsanavastyayogaH/snehabasti-ayogaH,,,,SB06.Z,"Edema disorders (TM1), unspecified",semantic_match
SI-3.3,anuvAsana-mithyAyogaH,,,,SB06.Y,Other specified edema disorders (TM1),semantic_match
SI-3.3.1,aBuktaBaktasya anuvAsanavyApadaH,,,,SM5Z,"Anorectal disorders (TM2), unspecified",semantic_match
SI-3.3.2,navajvara pANDuroga kAmalA pramehiNAM anuvAsanasya vyApadaH,,,,SM41,Jaundice disorder (TM2),semantic_match
SI-3.3.3,arSasasya anuvAsanavyApadaH,"DB60.Z, JA41.Z","Antepartum haemorrhage, unspecified, Haemorrhoids, unspecified",semantic_match,SM53,Haemorrhoids disorder (TM2),semantic_match
SI-3.3.4,arocakArtasya anuvAsanasya vyApadaH,"6B80.00, 6B80.01, 6B80.0Z, 6B80.11, 6B80.1Z, 6B80.Y, 6B80.Z, 6B8Z, DD92.Y, DD92.Z, MG43.7","Anorexia, Anorexia Nervosa with dangerously low body weight, binge-purge pattern, Anorexia Nervosa with dangerously low body weight, unspecified, Anorexia Nervosa with significantly low body weight, binge-purge pattern, Anorexia Nervosa with significantly low body weight, restricting pattern, Anorexia Nervosa with significantly low body weight, unspecified, Anorexia Nervosa, unspecified, Feeding or eating disorders, unspecified, Functional anorectal disorders, unspecified, Other specified anorexia Nervosa, Other specified functional anorectal disorders",semantic_match,SM71,Anorexia disorder (TM2),semantic_match
SI-3.3.5,mandAgni-durbalayoH anuvAsanavyApadaH,,,,SP91,Generalised oedema disorder (TM2),semantic_match
SI-3.3.6,pratiSyAyaplIhAdimatAM anuvAsanavyApadaH,"CA08.0Z, CA09.0","Allergic rhinitis, unspecified, Chronic rhinitis",semantic_match,SK95,Rhinitis disorder (TM2),semantic_match
SI-3.4.1,vAtAvRutasneha-snehabastivyApad,4A44.Z,"Vasculitis, unspecified",semantic_match,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
SI-3.4.2,pittAvRutasneha-snehabastivyApad,,,,SP52,Fever disorder with excessive salivation (TM2),semantic_match
SI-3.4.3,SleShmAvRutasneha-snehabastivyApad,,,,SE0Y,Other specified warmth disorders (TM1),semantic_match
SI-3.4.4,aSanAvRutasneha-snehabastivyApad,,,,SM3C,Food stasis indigestion disorder (TM2),semantic_match
SI-3.4.5,viDAvRutasneha-snehabastivyApad,,,,SB7C,Fissured anus disorder (TM1),semantic_match
SI-3.4.6,aBuktapraNIta-snehabastivyApad,,,,SB06.Z,"Edema disorders (TM1), unspecified",semantic_match
SI-4,yApanabasti-atiyogaH,,,,SM16,Sialorrhoea disorder (TM2),semantic_match
SJ,raktamokShaNa-apacAraH,,,,SM1B,Bleeding gum disorder (TM2),semantic_match
SJ-1,raktamokShaNa-ayogaH,,,,SP92,Oedema disorder (TM2),semantic_match
SJ-2,raktamokShaNa-atiyogaH,,,,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",semantic_match
SJ-3,raktamokShamithyAyoga,,,,SN4D,Vitiligo disorder (TM2),semantic_match
SJ-4,duShTaraktastaMBanam,,,,SN5Y,Other specified skin disorders (TM2),semantic_match
SK,nasyakarma-cikitsApacAraH,,,,SM16,Sialorrhoea disorder (TM2),semantic_match
SK-1,nasya-atiyogaH,,,,SK0Y,Other specified headache disorders (TM2),semantic_match
SK-2,nasya-ayogaH,,,,SL0Y,Other specified neck and throat disorders (TM2),semantic_match
SK-3,nasya-mithyAyogaH/SirovirecanamithyAyogaH/nasyavyApadaH,,,,SM53,Haemorrhoids disorder (TM2),semantic_match
SK-3.1,ajIrNi-BuktaBaktayornasyavyApadaH,,,,SM3B,Indigestion disorder (TM2),semantic_match
SK-3.2,pItasnehamadyatoyapAtukAmAnAM nasyavyApadaH,DA04.Z,"Diseases of salivary glands, unspecified",semantic_match,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",semantic_match
SK-3.3,snAtaSirasaH nasyavyApadaH,,,,SN70,Furunculosis of scalp disorder (TM2),semantic_match
SK-3.4,kShudhArtasya nasyavyApadaH,6B8Z,"Feeding or eating disorders, unspecified",semantic_match,SS2C,Suppression of hunger pattern (TM2),semantic_match
SK-3.5,tRuShNArtasya nasyavyApadaH,,,,SD71,Wasting thirst disorder (TM1),semantic_match
SK-3.6,SrAntapipAsitakShudhitAnAM vamanavyApadaH,,,,SD71,Wasting thirst disorder (TM1),semantic_match
SK-3.7,SastradaNDahatayo nasyavyApadaH,,,,SK2Y,Other specified paralysis disorders (TM2),semantic_match
JD,Amrāḍ-i-Sha‘r,"EC21.0, EC21.1, EC21.Y, EC21.Z, ED73.Y, ED7Y, ED9Y, EH72.Y, EH72.Z, LC30, XH5J10","Developmental defects of hair or hair growth, Drug-induced hair abnormalities, unspecified, Genetic defects of hair or hair growth, unspecified, Genetic defects of the hair shaft, Genetic syndromes with abnormalities of the hair shaft, Hairy cell leukaemia, Other specified acquired disorders of the hair shaft, Other specified disorders involving the hair follicle, Other specified disorders of hair, Other specified drug-induced hair abnormalities, Other specified genetic defects of hair or hair growth",semantic_match,SN7Z,"Hair disorders (TM2), unspecified",semantic_match
SK-3.8,vyavAyavyAyAmapAnaklAntAnAM nasyavyApadaH,,,,SQ20,Alcoholism disorder (TM2),semantic_match
SK-3.9,navajvaraSokABitaptayo nasyavyApadaH,,,,SP51,Fever disorder (TM2),semantic_match
SK-3.10,viriktasya nasyavyApadaH,,,,SN4D,Vitiligo disorder (TM2),semantic_match
SK-3.11,anuvAsitasya nasyavyApadaH,,,,SM5Z,"Anorectal disorders (TM2), unspecified",semantic_match
SK-3.12,garBiNyA nasyavyApadaH,,,,SM16,Sialorrhoea disorder (TM2),semantic_match
SK-3.13,navapratiSyAyArtasya nasyavyApadaH,"CA08.03, CA08.0Z, CA08.1Y, CA08.1Z, CA08.2, CA08.3, CA09.0","Allergic rhinitis, unspecified, Chronic rhinitis, Mixed rhinitis, Non-allergic rhinitis, unspecified, Other allergic rhinitis, Other specified non-allergic rhinitis, Vasomotor rhinitis",semantic_match,SK95,Rhinitis disorder (TM2),semantic_match
SK-3.14,anRutau durdine ca nasyavyApadaH,,,,SK95,Rhinitis disorder (TM2),semantic_match
SK-4,snehananasya-ayogaH/hInayogaH,,,,SN4S,Verruca disorder (TM2),semantic_match
SK-5,snehananasya-atiyogaH,,,,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",semantic_match
SK-6,Sirovirecananasya-ayogaH/hInayogaH,,,,SM95,Vaginitis disorder (TM2),semantic_match
SK-7,Sirovirecananasya-atiyogaH,,,,SM9B,Vaginismus disorder (TM2),semantic_match
SL,dhUmapAna-apacAraH,,,,SR00,Marasmus disorder (TM2),semantic_match
SL-1,akAladhUmapAnaH,,,,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",semantic_match
SL-2,dhUmapAna-ayogaH,,,,SR00,Marasmus disorder (TM2),semantic_match
SL-3,dhUmapAna-atiyogaH,,,,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",semantic_match
SL-4,dhUmapAnamithyAyoga,,,,SR00,Marasmus disorder (TM2),semantic_match
SM,kavala-cikitsApacAraH,,,,SS80,Kapha predominant age pattern (TM2),semantic_match
SM-1,kavala-hInayogaH,,,,SM41,Jaundice disorder (TM2),semantic_match
SM-2,kavala-atiyogaH,,,,SD71,Wasting thirst disorder (TM1),semantic_match
SN,AScyotana-apacAraH,"LA10.1, MB47.A, PK80.D, XM6G79","Anti-infective ophthalmic preparation, Clinical anophthalmos, Ophthalmic procedure associated with injury or harm in therapeutic use, Ophthalmoparesis",semantic_match,SR04,Ophthalmia neonatarum disorder (TM2),semantic_match
SN-1,AScyotana-ayogaH,,,,SK98,Ozaena disorder (TM2),semantic_match
SN-2,AScyotana-atiyogaH,9A06.Y,Other specified disorders of eyelid,semantic_match,SK6M,Sticky eyelids disorder (TM2),semantic_match
SN-3,atiSIta-AScyotanaH,,,,SE0Y,Other specified warmth disorders (TM1),semantic_match
SN-4,atyuShNatIkShNa-AScyotanaH,,,,SR04,Ophthalmia neonatarum disorder (TM2),semantic_match
SN-5,aparisruta-AScyotanaH,,,,SE5Z,"Traditional medicine disorders (TM1), unspecified",semantic_match
SO,a~jajana-apacAraH,,,,SM41,Jaundice disorder (TM2),semantic_match
SO-1,a~jjana-mithyAyogaH,"4A81, 9A02.Y, 9A02.Z, 9A06.Y, 9A94.Y, 9B72.Z, 9B7Z, 9C82.3","Allergic or hypersensitivity disorders involving the eye, Disorders of the retina, unspecified, Inflammatory diseases of the retina, unspecified, Inflammatory disorders of eyelid, unspecified, Other disorders of iris and ciliary body, Other specified disorders of eyelid, Other specified inflammatory disorders of eyelid, Restrictive ophthalmopathy",semantic_match,SK7Z,"Eye disorders (TM2), unspecified",semantic_match
SO-2,a~jjanAtiyogaH,,,,SE5Z,"Traditional medicine disorders (TM1), unspecified",semantic_match
SO-3,lekhanA~jjana-apacAraH,,,,SM1L,Itchy swollen lip diorder (TM2),semantic_match
SO-3.1,lekhanA~jjana-ayogaH,,,,SM16,Sialorrhoea disorder (TM2),semantic_match
SO-3.2,lekhanA~jjana-atiyogaH,,,,SK6M,Sticky eyelids disorder (TM2),semantic_match
SO-4,prasAdA~jjana-apacAraH,,,,SE5Z,"Traditional medicine disorders (TM1), unspecified",semantic_match
SO-4.1,prasAdA~jjana-ayogaH,,,,SK98,Ozaena disorder (TM2),semantic_match
SO-4.2,prasAdanA~jjana-atiyogaH,,,,SQ61,Artificial poison disorder (TM2),semantic_match
SO-5,ropaNA~jjana-apacAraH,,,,SK98,Ozaena disorder (TM2),semantic_match
SO-5.1,ropaNA~jjana-ayogaH,,,,SK98,Ozaena disorder (TM2),semantic_match
SO-5.2,ropaNA~jjana-atiyogaH,,,,SK98,Ozaena disorder (TM2),semantic_match
SP,tarpaNa-apacAraH,,,,SE0Y,Other specified warmth disorders (TM1),semantic_match
SP-1,tarpaNa-hInayogaH,,,,SK6A,Dry eye disorder (TM2),semantic_match
SP-2,tarpaNa-atiyogaH,,,,SK7Y,Other specified eye disorders (TM2),semantic_match
SQ,puTapAka-apacAraH,,,,SN4P,Pemphigus vulgaris disorder (TM2),semantic_match
SQ-1,puTapAka-hInayogaH,,,,SP92,Oedema disorder (TM2),semantic_match
SQ-2,puTapAka-atiyogaH,,,,SP92,Oedema disorder (TM2),semantic_match
SR,parihArakAla-vyApadaH/aparihArasevana,,,,SM1D,Parotitis disorder (TM2),semantic_match
SR-1,parihArakAle uccaBAShyam,,,,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",semantic_match
SR-2,parihArakAle rathakShoBaH,,,,SM1D,Parotitis disorder (TM2),semantic_match
SR-3,parihArakAle atica~gkramaNam,,,,SK21,Paraplegia disorder (TM2),semantic_match
SR-4,parihArakAle ati-Asana,,,,SK21,Paraplegia disorder (TM2),semantic_match
A-36.26,Ṣudā‘ Shirkī Kabidī,8A8Z,"Headache disorders, unspecified",semantic_match,SK0Z,"Headache disorders (TM2), unspecified",semantic_match
SR-5,parihArakAle ajIrNAdhyaSana,DA4Z,"Diseases of stomach, unspecified",semantic_match,SM3B,Indigestion disorder (TM2),semantic_match
SR-6,parihArakAle ahitaBojanam,,,,SM3C,Food stasis indigestion disorder (TM2),semantic_match
SR-7,parihArakAle divAsvapnaH,,,,SQ6Y,Other specified poisoning disorders (TM2),semantic_match
SR-8,parihArakAle maithunam,,,,SK21,Paraplegia disorder (TM2),semantic_match
SS,Sastrakarma-apacAraH,,,,SM3D,Duodenal ulcer disorder (TM2),semantic_match
SS-1,SastrakShArAgniviBrama (arSasAM),,,,SB7C,Fissured anus disorder (TM1),semantic_match
SS-2,karNavyadhajanyarogaH,"AA6Z, AB17, AB3Y, AB3Z, AB71, NA00.2","Adhesive middle ear disease, Degenerative or vascular disorders of ear, Diseases of external ear, unspecified, Diseases of inner ear, unspecified, Other specified diseases of inner ear, Superficial injury of ear",semantic_match,SK8Z,"Ear disorders (TM2), unspecified",semantic_match
SS-2.1,kAlikA,"AA4Z, AA6Z, AB3Z","Diseases of external ear, unspecified, Diseases of inner ear, unspecified, Noninflammatory disorders of the external ear, unspecified",semantic_match,SK8Z,"Ear disorders (TM2), unspecified",semantic_match
SS-2.2,marmarikA,"AA04, AA6Z, AB1Y, AB1Z, AB3Z, AC0Z","Diseases of external ear, unspecified, Diseases of inner ear, unspecified, Diseases of middle ear or mastoid, unspecified, Diseases of the ear or mastoid process, unspecified, Other specified diseases of middle ear or mastoid, Perichondritis of external ear",semantic_match,SK83,Pruritus of ear disorder (TM2),semantic_match
SS-2.3,lohitikA,,,,SK8Z,"Ear disorders (TM2), unspecified",semantic_match
SS-3,karNavyadhakAle sandhAnasya ayogaH,,,,SB7C,Fissured anus disorder (TM1),semantic_match
SS-3.1,vAtaduShTaraktam,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
SS-3.2,pittaduShTaraktakopa,,,,SS81,Pitta predominant age pattern (TM2),semantic_match
SS-3.3,kaPaduShTa-raktaH,,,,SB76,Hand dampness itch disorder (TM1),semantic_match
SS-3.4,atipravRutta-raktaH,EH40.3,Acute haemorrhagic oedema of infancy,semantic_match,SP92,Oedema disorder (TM2),semantic_match
SS-3.5,alpapravRutta-raktaH,,,,SK55,Weakness of thighs due to vata disorder (TM2),semantic_match
SS-4,li~gganASa-mithyAvedhanam,"9A02.Y, 9A02.Z, 9A06.Y, NA06.02","Inflammatory disorders of eyelid, unspecified, Oedema of eyelid, Other specified disorders of eyelid, Other specified inflammatory disorders of eyelid",semantic_match,SK6G,Hard swelling of eyelid disorder (TM2),semantic_match
SS-5,lekhana-atiyogaH,"9A01.4, 9A01.Y, 9A01.Z, 9A02.Y, 9A02.Z, 9A03.Y, 9A04.Y, 9A04.Z, 9A06.1, 9A06.Y, 9A0Y, 9A0Z","Acquired disorders of eyelashes, unspecified, Disorders of eyelid or peri-ocular area, unspecified, Infestation of eyelid, Inflammatory disorders of eyelid, unspecified, Other specified acquired disorders of eyelashes, Other specified acquired malposition of eyelid, Other specified disorders of eyelid, Other specified disorders of eyelid or peri-ocular area, Other specified infectious disorders of eyelid, Other specified inflammatory disorders of eyelid, Unspecified infectious disorders of eyelid, Vitiligo of eyelid or periocular area",semantic_match,SK7Z,"Eye disorders (TM2), unspecified",semantic_match
SS-6,lekhana-ayogaH,"4A81, 9A01.4, 9A01.Y, 9A01.Z, 9A02.Y, 9A02.Z, 9A03.5, 9A05.Y, 9A06.0, 9A06.1, 9A06.Y, 9A0Y, 9A0Z, MC1B, NA06.02, NA06.0Y, NA06.0Z","Allergic or hypersensitivity disorders involving the eye, Dermatochalasis of eyelid, Disorders of eyelid or peri-ocular area, unspecified, Eyelid trauma, unspecified, Infestation of eyelid, Inflammatory disorders of eyelid, unspecified, Involvement of eyelid by dermatosis classified elsewhere, Oedema of eyelid, Other specified disorders of eyelid, Other specified disorders of eyelid or peri-ocular area, Other specified eyelid trauma, Other specified infectious disorders of eyelid, Other specified inflammatory disorders of eyelid, Other specified movement disorders of eyelid, Symptom or complaint of the eyelid, Unspecified infectious disorders of eyelid, Vitiligo of eyelid or periocular area",semantic_match,SK7Z,"Eye disorders (TM2), unspecified",semantic_match
ST,kShAra-karma-apacAraH,,,,SN4W,Ulcer disorder (TM2),semantic_match
A-5.4,Sarsām Balghamī/ Lītharghus,,,,SF85,Cold phlegm obstructing the lung pattern (TM1),semantic_match
ST-1,kShAra-viBramaH,,,,SM9B,Vaginismus disorder (TM2),semantic_match
ST-2,kShArapAna-atiyogaH,,,,SN9Y,"Other specified skin, nail and hair disorders (TM2)",semantic_match
ST-3,kShAra-atidagdhaH,,,,SP52,Fever disorder with excessive salivation (TM2),semantic_match
ST-3.1,kShAra-atidagdha-gudaH,,,,SB6Y,Other specified abscess disorders (TM1),semantic_match
ST-3.2,kShAra-atidagdha-nAsA,,,,SK9Z,"Nose disorders (TM2), unspecified",semantic_match
ST-3.3,kShAra-atidagdha-netram,,,,SK7Y,Other specified eye disorders (TM2),semantic_match
ST-3.4,kShAra-atidagdha-Srotram,AB73,Atrophy ear,semantic_match,SK8Y,Other specified ear disorders (TM2),semantic_match
ST-4,kShAra-hInadagdhaH/durdagdha,,,,SM9B,Vaginismus disorder (TM2),semantic_match
SU,agnikarma-apacAraH,,,,SF99,Blood and heat accumulation in the uterus pattern (TM1),semantic_match
SU-1,agniviBrama,,,,SN4N,Prickly heat disorder (TM2),semantic_match
SU-1.1,agni-atidagdhaH,,,,SN4W,Ulcer disorder (TM2),semantic_match
SU-1.1.1,atidagdha-nAsA (agnikarma),,,,SK9Y,Other specified nose disorders (TM2),semantic_match
SU-1.1.2,atidagdha-guda,,,,SJ1Z,"Traditional medicine patterns (TM1), unspecified",semantic_match
SU-1.1.3,atidagdha-arSaH,,,,SM8A,Haematuria disorder (TM2),semantic_match
SU-1.2,durdagdham (agnikarma),ME63.3,Chronic blistering skin disorder,semantic_match,SK51,Cervicobrachial pain disorder (TM2),semantic_match
SU-1.3,hInadagdha-arSaH,DB60.Z,"Haemorrhoids, unspecified",semantic_match,SM53,Haemorrhoids disorder (TM2),semantic_match
SU-1.4,tutthadagdhaH,,,,SB03,Turbid urine disorder (TM1),semantic_match
SW (SN9Y),vraNa-apacAraH,,,,SN5Z,"Skin disorders (TM2), unspecified",semantic_match
SW-1,abudhnavraNaH,,,,SN4W,Ulcer disorder (TM2),semantic_match
SW-2,adhyaSana-vraNaH,,,,SN4W,Ulcer disorder (TM2),semantic_match
SW-3,ajIrNaBojana-vraNaH,,,,SM3B,Indigestion disorder (TM2),semantic_match
SW-4,AtirUkShavraNavarti-upayogaH,,,,SB73,Dry skin disorder (TM1),semantic_match
SW-5,atisnigdhavraNavarti-upayogaH,,,,SB73,Dry skin disorder (TM1),semantic_match
SW-6,gADhabandhana-vraNaH,,,,SP92,Oedema disorder (TM2),semantic_match
T,vikAraH-sa~gkIrNa,,,,SR10,Vitiation of vāta pattern (TM2),semantic_match
U-1,samyak-snehanam,,,,SE5Y,Other specified traditional medicine disorders (TM1),semantic_match
U-2,samyak-svedanam,,,,SB30,Dampness sore disorder (TM1),semantic_match
U-3,samyak-rUkShaNam,,,,SD71,Wasting thirst disorder (TM1),semantic_match
U-4,samyak-staMBanam,,,,SE5Y,Other specified traditional medicine disorders (TM1),semantic_match
U-5,samyak-la~gghanam,,,,SS22,Suppression of hunger and thirst together pattern (TM2),semantic_match
U-6,samyak-bRuMhaNam,,,,SE5Y,Other specified traditional medicine disorders (TM1),semantic_match
U-7,samyak-vamanam,,,,SS3J,Weakness of vital spirit pattern (TM2),semantic_match
U-8,samyak-virecanam,,,,SF52,Liver yang ascendant hyperactivity pattern (TM1),semantic_match
U-9,samyak-bastiH,,,,SB06.Y,Other specified edema disorders (TM1),semantic_match
U-9.1,samyak-nirUhabastiH,,,,SR8Y,Other specified excretory products derangement patterns (TM2),semantic_match
U-9.2,samyak-anuvAsana-bastiH,,,,SR80,Morbid increase of feces pattern (TM2),semantic_match
A-5.5,Sarsām Ḥaqīqī,XH5976,Meningeal sarcomatosis,semantic_match,SK6W,Panopthalmitis disorder (TM2),semantic_match
U-10,samyak-nasyam,,,,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",semantic_match
U-11,samyak-snehana-nasyam,,,,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",semantic_match
U-12,samyak-kavalaH,,,,SR1A,Vitiation of kapha pattern (TM2),semantic_match
U-13,samyak-gaNDUShaH,,,,SR1C,Aggravation of kapha pattern (TM2),semantic_match
U-14,samyak-tarpaNam,,,,SK6M,Sticky eyelids disorder (TM2),semantic_match
U-15,samyak-puTapAkaH,,,,SR67,Bukhārāt pattern (TM2),semantic_match
U-16,samyak-AScyotanaH,,,,SK6A,Dry eye disorder (TM2),semantic_match
